key,prompt_id,domain,pair_words,source_words,rewrite_words,length_ratio,content_recall,entity_recall,number_recall,quality_rank_score,reason
sid:44641|doc:3037,frontier_consolidation_fwcompact_medium_044641,no_domain,20,10,10,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:49003|doc:4381,frontier_consolidation_fwcompact_medium_049003,no_domain,20,10,10,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:28832|doc:7188,frontier_consolidation_fwcompact_medium_028832,no_domain,20,10,10,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:46229|doc:13335,frontier_consolidation_fwcompact_medium_046229,no_domain,22,11,11,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:12778|doc:14896,frontier_consolidation_fwcompact_medium_012778,no_domain,22,11,11,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:12041|doc:4677,frontier_consolidation_fwcompact_medium_012041,no_domain,22,11,11,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:56498|doc:4327,frontier_consolidation_fwcompact_medium_056498,no_domain,24,12,12,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:47001|doc:1179,frontier_consolidation_fwcompact_medium_047001,no_domain,26,13,13,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:3555|doc:1783,frontier_consolidation_fwcompact_medium_003555,no_domain,26,13,13,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:56279|doc:16514,frontier_consolidation_fwcompact_medium_056279,no_domain,28,14,14,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:49696|doc:3273,frontier_consolidation_fwcompact_medium_049696,no_domain,28,14,14,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:16416|doc:686,frontier_consolidation_fwcompact_medium_016416,no_domain,28,14,14,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:17762|doc:11805,frontier_consolidation_fwcompact_medium_017762,no_domain,30,15,15,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:15949|doc:6412,frontier_consolidation_fwcompact_medium_015949,no_domain,30,15,15,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:54211|doc:12833,frontier_consolidation_fwcompact_medium_054211,no_domain,32,16,16,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:50179|doc:13756,frontier_consolidation_fwcompact_medium_050179,no_domain,32,16,16,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:61200|doc:16909,frontier_consolidation_fwcompact_medium_061200,no_domain,34,17,17,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:49304|doc:2278,frontier_consolidation_fwcompact_medium_049304,no_domain,36,18,18,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:52598|doc:1140,frontier_consolidation_fwcompact_medium_052598,no_domain,62,31,31,1.0,1.0,1.0,1.0,1.1486,same_domain:no_domain
sid:51648|doc:16825,frontier_consolidation_fwcompact_medium_051648,no_domain,41,20,21,1.05,1.0,1.0,1.0,1.1471000000000002,same_domain:no_domain
sid:31279|doc:8629,frontier_consolidation_fwcompact_medium_031279,no_domain,25,12,13,1.0833333333333333,1.0,1.0,1.0,1.1461000000000001,same_domain:no_domain
sid:8692|doc:3709,frontier_consolidation_fwcompact_medium_008692,no_domain,42,22,20,0.9090909090909091,0.9375,1.0,1.0,1.088827272727273,same_domain:no_domain
sid:28613|doc:9981,frontier_consolidation_fwcompact_medium_028613,no_domain,41,22,19,0.8636363636363636,0.9333333333333333,1.0,1.0,1.0860242424242426,same_domain:no_domain
